label,text,label_enc
Not-Hope,ಇಲ್ಲಿ ಲೈಕ್ ಮಾಡಿದ್ರೆ ಚೆನಗಿರೋ ಮೂವಿ ಬರಲ್ಲಂದೂದ್ ಕೊಟ್ಟು ಎನ್ಕೌರೇಜ್ ಮಾಡಿ ಮೂವಿ ನೋಡಿದ್ರೆ ಬರತೆ,1
Hope,ಬೇಜರ್ ಅಡಗ ನಿಮ್ ವಿಡಿಯೋ ನೋಡಿದ್ರೆ ಖುಶಿ ಆಗುತ್ತೆ,0
Hope,ಅಮೇಜಿಂಗ್ ವೆರಿ ನೈಸ್ ಪ್ರಜ್ವಲ್ ಲೈಫ್ ಗೆ ಒಂದು ಹೊಸಾ ತಿರುವು ಕೊಡುವಂತಹ ಸಿನಿಮಾ ಇದು,0
Hope,50 ಸಾಲಾ ಕೇಳಿಧಿನಿ ಎನ್ನು ಕೆಲ್ತಾನೆ ಎರ್ಬೇಕು ಅನ್ಸುತೆ,0
Hope,ಧನ್ಯವಾದಗಳು ಸರ್ ಇಂತವರಿಗೆ ತುಂಬಾ ಚನ್ನಾಗಿ ಭುದ್ಧಿ ಮಾತು ಹೇಳಿದೀರಾ ಮತ್ತೆ ಹಿಂಥವರು ಇದ್ರೆ  ಇನ್ನು ಸ್ವಲ್ಪ ಮರ್ಯಾದೆ ಕೊಟ್ಟು ಹೇಳಿ,0
Not-Hope,ಉ  ರ್ ಟ್ರೂ ಸಿರ್,1
Not-Hope,ಸ್ವಲ್ಪ ಶಂಕರ್ ನಾಗ್ ನೋ ಡಿಡ್ ಆ ಹಾಗೆ ಕಾಣುತೆ,1
Hope,ಥಾಂಕ್ಜ್ ಬ್ರದರ್  ಅವಳು ಏನಾದ್ರು ತಪ್ಪು ಮಾಡಿದ್ಲು ಅಂದಾಗ ಬಯ ಪಡಿಸೋಣ ಸುಮ್ ಸುಮ್ನೆ ಬೇಡ ಅಲ್ವಾ,0
Hope,ಸರ್ ನಿಮ್ಮಲ್ಲಿ ಕೇಳಿಕೊಳ್ಳೋದು ಇಷ್ಟೆ ನ್ಭಾರತವನ್ನು ಮುನ್ನಡೆಸುವ ಜವಾಬ್ದಾರಿ ನಮ್ಮೆಲ್ಲರದಾಗಿದೆ ಅದಕ್ಕಾಗಿ ಸರ್ ಇನ್ಸ್ಪೈರ್ ವಿಡಿಯೋಗಳು ಯಾವ್ತರ ಯಾವುದರಲ್ಲಿ ಬೆಳೆಯಬೇಕು ಅನ್ನೋದು ಒಂದು ವಿಡಿಯೋ ಮಾಡಿ ಸರ್ ಪ್ಲೀಸ್. ಮಿ ರಂಗ ಬಳ್ಳಾರಿನ್ಈ ಕರೋನ ದಲ್ಲಿ ಎಂದು ಯಾವ ತರ ಬೆಳಿಬೇಕು ಅನ್ನೋದು ವಿಡಿಯೋ ಮಾಡಿ ಸರ್ ಪ್ಲೀಸ್,0
Not-Hope,ಆಫ್ಟರ್ ಲಾಂಗ್ ಬಾಕ್ ಕಮಿಂಗ್ ಸೀ ಕನ್ನಡ ಸಿನಿಮಾ...........ನ್ಯೂ ಮಲ್ಟಿಟಲೆಂಟೆಡ್ ಶಂಕರಣ್ಣ............ಕನ್ನಡದ ಗಂಡು,1
Not-Hope,ನಾವು. ರೆಂಟ್ ತಗೊಂಡು,1
Not-Hope,ರಾಕ್ ಸೋಂಗ್ ಆರ್ಎಸ್ ಬಾಸ್,1
Not-Hope,ಕಾಪಿ ಫ್ರಾಮ್ ವಿವೇಕ್ ಬಿಂದ್ರಾ,1
Not-Hope,ನೀನು ಹೇಳಿದ್ದೆಲ್ಲ ಕೇಳಿ ನನಗೆ ಅನಿನಿಸಿದ್ದು ನಮ್ಮ ದೇಶಾನ ಕಮ್ಮುನಿಸ್ಟ್ ದೇಶ ಮಾಡಬೇಕು ಅಂತ,1
Not-Hope,ಬಾ ಗುರು ಹೋಗಿ ಬರೋಣ ಫುಲ್ ಕಥೆ ಕೇಳ್ಕೊಂಡು ಬರೋಣ,1
Not-Hope,ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೋಂಗ್,1
Hope,ಸೂಪರ್ ಬ್ರೋ,0
Not-Hope,ಮೂವಿಗಾಗಿ ಕಾಯುತ್ತಿರುವವರು ಲೈಕ್ ಮಾಡಿ,1
Hope,ನಮಗೆಲ್ಲ ನಮ್ಮ ಲೆಜೆಂಡ್ಸ್ನ ಕೆಲವರಲ್ಲಿ ಕಾಣುತ್ತೇವೆ               1.ವಿಷ್ಣುವರ್ಧನ್-ಕಿಚ್ಚ ಸುದೀಪ್      2.ಡಾ,0
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1
Hope,ಬೊಸ್ಸು ನಿವ್ ಗ್ರೀಟು,0
Hope,ಹಾಂಡ್ಸ್ ಅಪ್ ಅಂತ ಕೊಟ್ಟದ್ದು ಯೆಲ್ಲ ಲ್ಯಾಂಗ್ವೇಜ್ ಲಿ ಒಂದೆ ಟೈಟಲ್ ಇರ್ಲಿ ಅಂತ...ಯಾರ್ ಒಪ್ಪುತ್ತೀರಿ  ಇಲ್ಲಿ ಲೈಕ್ ಮಾಡಿ...,0
Not-Hope,@ಮಂಜು ಎಸ್ಎಲ್ ನ್ಹೌದು ಸರ್,1
Hope,ಇಎನ್ ಕಮೆಂಟ್ ಗುರು ಎಲ್ ಇರ್ತೀರೋ ನೀವೆಲ್ಲಾ ಸೂಪರ್,0
Hope,ವಾಟ್ ಆ ಸೋಂಗ್  ಜೈ ಕನ್ನಡ,0
Not-Hope,@ಸತೀಶ್ನಿತ್ಯಾನಂದಂ ನಿನ್ ಹೆಸ್ರಲ್ಲೇ ಕಾಮೆಡಿ ಇದೆ ..ನಿನ್ ಅಂಥ ಥಿಕಾ ಕೊಬ್ಬು ಇರೋ ಮಿಂಡ್ರಿ ಸುಲೆ ಮಕ್ಕ್ಲಾತ್ರ್ಸ್ ನಂಗೇನ್ ಮಾತು. ಹೋಗೋ ಕೊಂಗ್ ಬೋಲಿ ಮಗನೆ.,1
Not-Hope,ಯಾವ್ ರೀ ಡಿಸ್ಲೈಕ್ ಕೊಡೋರು ಕನ್ನಡ ಮೂವೀಸ್ ಬೆಲಿಬೆಕ್ ಫಿಸ್ಟ್ ಕನ್ನಡ ನೆಕ್ಸ್ಟ್ ಹೆರೊ'ಸ್ ಎಲ್ರು ನಮ್ಮವರೇ...,1
Hope,ಜೈ ಮೋದಿಜಿ ಫೋರ್ ಟಿಕ್ ಟೋಕ್ ಬಾನ್ 🥰🥰🥰,0
Hope,ಭಾರೀ ಚಲೋ ಅಯ್ತ್ರಿ,0
Not-Hope,@ಚೇತನ್ ಚೇತು ಜೈ ಡಿ ಬಾಸ್,1
Not-Hope,ಸೈಕ್ ಸೊಂಗ್ನಿ ಎಎಂ ಫುಲ್ ಫಿಡಾ....,1
Not-Hope,ಅಜನೀಶ್ ಲೋಕನಾಥ್ ಲವ್ ಉ ಮನ್,1
Hope,ಸೂಯುಯುಯುಯುಯುಯುಪಿಆರ್ಬಿ ಬ್ರೋ ವೇಟಿಂಗ್ ನೆಕ್ಸ್ಟ್ ವಿಡಿಯೋ ಬ್ರೋ,0
Not-Hope,ಕೃಷ್ಣ ತೀರಿವಿಡಿ ಹೌದು ಕರೆಕ್ಟ್..ಅಪ್ಪು ಫ್ಯಾನ್ ಕಡೆಯಿಂದ..,1
Not-Hope,ಏಳ ನಿನ್ ಅಕ್ಕುನ್ ತಿಕಾ ನ ಕೈಯಾ,1
Not-Hope,ಟಾಪ್ ಸ್ಟಾರ್ ಇನ್ ಸಾಂಡಲ್ವುಡ್. ದ್ ಬಾಸ್,1
Hope,ಬ್ರೋ ಸೂಪರ್ ಬ್ರೋ ಅಮೇಜಿಂಗ್ ಸ್ಪೀಚ್,0
Not-Hope,ಮೋದಿ ಮೋದಿ ನ್ಯೆಸ್ ಪಾಪನ್ಬ್ಯಾನಿಂಗ್ ಟಿಕ್ ಟೋಕ್ ನ್ನೋ ಪಾಪನ್58 ಅಪ್ಸ್ ನ್ಹಹಾಹಾಆಆ🤣,1
Not-Hope,ಆಲ್ ಥೆ ಬೆಸ್ಟ್ ಫ್ರೋ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ಸ್,1
Not-Hope,ಕ್.ಸ್  .ಕಾರ್ತಿಕ್  ಯಶ್  ಫರ್ಂಡ್  ನಾನ್ಬರ್ನ್9916102619  ದೇವರಾಜ್,1
Hope,ಬ್ಯಾಂಗಲೂರ್ ಗೆ ಬನ್ನಿ ಕಾಲ್ ಮಾಡಿ 9743436877,0
Not-Hope,ಸೂಪರ್ ಗುರು ಶಿವುಮಗೋಡ್@ಜಿಮೇಲ್.ಸಿಒಎಂ,1
Hope,ಇದು ಚರಿತ್ರೆಯನ್ನು ಸೃಷ್ಟಿಸೋ ಅವತಾರ.,0
Hope,ಏನೋ ಪಾ.. ಅಷ್ಟ್ ಇಷ್ಟ ಆಗ್ಲಿಲ್ಲ.. ಏನೇನೋ ಇದೆ.. ಹಿಂದಿ ಪ್ರೇಕ್ಷಕರಿಗೆ ವಿಚಿತ್ರ ಎನ್ನಿಸ ಬಹದು,0
Not-Hope,ಕೆಜಿಎಫ್ ಗುಂಡಾ ಹಾ ಬೇಯ್,1
Not-Hope,ಒಂದು ದೇಶದ ಮುಂದುವರಿಯುವುದು ಅದರ ಆರ್ಥಿಕ ಸ್ಥಿತಿಯನ್ನು ಅವಲಂಬಿಸುವುದಿಲ್ಲ. ಅವರು ಮಾನವೀಯತೆಯಲ್ಲಿ ಎಷ್ಟು ಸಮರ್ಥರು ಎನ್ನುವುದನ್ನು ಅವಲಂಬಿಸಿದೆ. ಭಾರತದಲ್ಲಿ ಅನಕ್ಷರತೆ ಇದೆ ಆ ಅನಕ್ಷರಸ್ಥರನ್ನು ಅವರ ಅನಕ್ಷರತೆಯೇ,1
Not-Hope,ಸಿಕ್ ಬ್ರೋ ....ಹೆವಿ ಆಗಿ ರೋಸ್ಟ್ ಮಾಡ್ತೀರ...ಅದ್ರುನು ಟಿಕ್ಟೋಕರ್ಸ್ ಟಿಕ್ ಕಿಕ್ ಅಪ್  ನಾಲಿ ಸೈತಾರೆ....,1
Hope,ನಮ್ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಯಾವ್ ಇಂಡಸ್ಟ್ರಿ ಗು ಕಡಿಮೆ ಇಲ್ಲಾ ಮಾರಯ...,0
Not-Hope,ಕೊಲ್ಟೊಗಿರೋ ಕೊಬ್ರಿಮಿತಾಯಿ ಮುಕ್ದ್ಲೋಗೆ ಎಡ್ಕೊಂಡ್ ಡೆಗ್ಟಿನ್ ಬ್ರೋ,1
Not-Hope,@ಸತೀಶ್ ಮ್ ನ್ನಿನ್ ಕಾನೋ ಗಾಂಡು ಸರಿಯಾಗಿ ಮಾತದು ದರ್ಶನ್ ಫಾನ್ಸ್ ಬಾರಿ ಕೆಟ್ಟದಾಗಿ ಮಾತಾಡ್ತಾರೆ ಟ್ರೋಲ್ ಮಾಡ್ತಿದರೆ ಇದು ನಿಂಗೆ ಗೊಟ್ಟೆನೊಲೆ ದರ್ಶನ್ ನಾ ಬಿಟ್ರೆ ಯಾರ್ಗು ಸಪೋರ್ಟ್ ಮಾಡೊಲ್ಲ ಅಂಥ ರೂಮರ್ಸ್ ಸ್ಪ್ರೆಡ್ ಮಾಡಿದರೆ ಅಡ್ಕೆ ನಂಗು ಅಂಗೆ ಅನುಸ್ಥು ಹೆಲ್ಡೆ,1
Hope,ಸೂಪರ್ ಮೂವಿ ಸಿರ್.. ಆದ್ರೆ ದುರಂತ ನಮ್ಮ ಪ್ರೇಕ್ಷಕ ಪ್ರಭುಗಳ್ನ ನಂಬೊದೂ.. ರಿಯಲ್ಲಿ ತುಂಬಾ ಬೇಜಾರ್ ಆಯ್ತು ದಿಯಾ ಮೂವಿಗೆ ಇ ಥಾರ ಆಗಿದ್ದು.. ಬಟ್ ಪ್ರಚಾರ ಕಮ್ಮಿ ಆಯ್ತು ಆನ್ಸ್ಟೈಡ್ ಸಿರ್.. ಥಿಯೇಟರ್ ಇಂದ ಮೂವಿ ಹೋದ್ಮೇಲೆ ಸಾಲು ಸಾಲಲ್ಲಿ ಜನ ಬಂದೂ ಕೇಳ್ತಿದಾರೆ..,0
Hope,ಬಾಳ ಚಂದ ಐತ್ರಿ ಕಥಿ,0
Not-Hope,ನಾನು ಒಂದ್ ಸಲ ಸತ್ತೀದ್ನಿ ಇನ್ ಒನ್ದ್ ಸಲ ಸಾಯಲ್ಲ್,1
Not-Hope,ನಮ್ಮ ಶೆಟ್ಟಿ ಹವ ಶುರು,1
Hope,ಅದ್ಭುತವಾದ ಸಂಗೀತ ಬೆಂಕಿ ಚಿಂದಿ ನಾವೆಸೋಮ್,0
Not-Hope,ಕೈವಾರದ ತಥಯ್ಯ(ಯೋಗಿ ನಾರಾಯಣಪ್ಪ),1
Not-Hope,ಇದು ಪಕ್ಕ ಸುಳ್ಳು,1
Not-Hope,@ಪೃಥ್ವಿ ನಾಯಕ್ ನಿಮ್ಮ ಅಪ್ಪ ನಾಮರ್ದ,1
Not-Hope,ಸೂಪರ್ ಸೋಂಗ್,1
Hope,ಭಾರತ ಬೇಳಿಬೇಕು ಅಂದ್ರೆ ಇಲ್ಲಿನ ಜನಾನೆ ಏನಾದ್ರೂ ಮಾಡಬೇಕು,0
Hope,ಪ್ರಜಾಪ್ರಭುತ್ವ ಕಾನೂನಲ್ವಾ ಅದಕ್ಕೆ,0
Not-Hope,ಸುಪರ್ ಅಪ್ಪು ಅಣ್ಣನ್ ಫಾನ್ಸ್ ಲೈಕ್ ಮಾಡಿ,1
Not-Hope,ಅದೆ ಒಲ್ಡ್ ಸೇಮ್ ಸ್ಟೋರಿ,1
Hope,ಅಕಾರ್ಡಿಂಗ್ ಟಿಒ ಮೈ ಕನ್ನಡ ಹಿಟ್ಟ್ಟ್ಟ್ಟ್ಟ್ಟ್ಟ್ಟ್ ಸೋಂಗ್,0
Not-Hope,ಹಾಂಡ್ಸ್  ಅಪ್  ಸೂಪರ್  ಸೋಂಗ್,1
Not-Hope,@ಮನೋಹರ್ ಹಿರೇಮಠ ನೀನ್ ಫುಲ್ ಉರ್ಕೊಂಡಿದಿಯ ಬಿಡೊ,1
Hope,ರಕ್ಷಿತ್ ಸಿರ್ ಒನ್ ಫೈರ್ ...ಬೆಂಕಿ..ಒಳ್ಳೆದೆ ಆಯ್ತು ಹಾ ದಾಗರ್ ಇಂಟಾ ಒಲ್ಲೆ ವೆಕ್ತಿ ಗೆ ಸಿಗ್ಲಿಲಾ,0
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1
Not-Hope,ನಾವ್ ಗೊತ್ತಲ ದ್ ಬಾಸ್ ಫಾನ್ಸ್,1
Not-Hope,ಅಲ್ಟಿಮೇಟ್ ಬ್ರೋ ನೈಸ್ ಎಂಎಸ್ಜಿ,1
Not-Hope,ಸೂಪರ್ ತೊಗರಿ ತಿಪ್ಪ,1
Not-Hope,ಟಿಕ್ಯೂ ಬ್ರೋ ಫೋರ್ ಸಪೋರ್ಟ್ ಟ್ರಾಲರ್ಸ್ ಇಯಾಮ್ ಟ್ರಾಲರ್ ನ್ಜೈ ಹಿಂದ್,1
Hope,ಥಾಂಕ್ ಯೂ ಸಿರ್,0
Hope,ಸೂಪರ್ ಜೈ ಡಿ ಬಾಸ್,0
Not-Hope,ದಯವಿಟ್ಟು ನನ್ನ ಎಲ್ಲಾ ಕನ್ನಡಿಗರಲ್ಲಿ ಒಂದು ವಿನಂತಿ,1
Not-Hope,ಗುರು ಸುಪ್ಪರ್ ನೀವು,1
Not-Hope,ಎನಕೆಎನ್ ಇದ್ದು ಟ್ರೋಲ್ ಅಂದ್ರೇ...  ಬ್ರೋ ನಾನು ಟಿಕ್ ಟಾಕ್ ಗೆ ಅಡಿಕ್ಟ್ ಆಗಿದ್ದೇ... ಬಟ್ ನಮ್ ದೇಶಕ್ಕಿಂತ ದೊಡ್ದಲ್ಲ  ಈ ಟಿಕ್ ಟಾಕ್... ಅಷ್ಟೇ... ಇನ್ನೋಂದ್ ವಿಷ್ಯ ನಮ್ ದೇಶದ್ ರೊಪೊಸೋ ಡೌನ್ಲೋಡ್ ಮಾಡಿ ಓಪನ್ ಮಾಡಿ ನೊಡುದ್ರು... ಅವ್ನಮ್ಮನ್  ಆ ಕಿತ್ತೋದ್  ಮುಂಡೇ ಬಿಂದು ಗೌಡ... ಅದ್ರಲ್ಲೂ ಸಾಯ್ತಾವ್ಳೇ ಗುರು.... ಅವ್ಳ್ಳಿಗೇ ಏನಾದ್ರು ಮಾಡಿ ಫೋನ್ ಯುೂಸೇ  ಮಾಡ್ಬಾರ್ದು ಆ ತರ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ....  ಅವ್ನಮ್ಮನ್ ಹಂದಿ ತಿಕದ್ ತರ ಇರೋ ಮೂತಿನ ನೊಡಕ್ಕಾಕ್ತಿಲ್ಲ....,1
Not-Hope,ಹಿಂದಿ ಸೋಂಗ್ ರಿಲೀಸ್ ಮಾಡ್ಲಿಲ್ವ?,1
Not-Hope,ವಿಕ್ರಾಂತ್ ಧನುಷ್  ನೀವೂ ಮಾಡಿರೋ ಪದ ಆಂಗ್ಲಭಾಷೆಯಲ್ಲಿ ಇದೆ ಅದು ಹಾಗೆ..,1
Not-Hope,ನಮ್ ಇಂಡಿಯಾದಲ್ಲೂ ಟಿಕ್ ಟೋಕ್ ಥಾರ ಅಪ್ ಕಂಡಿದೊಬೋದು ಥೇನ್,1
Not-Hope,@ಕ್ರಿಯೇಟಿವ್ ಕನ್ನಡಿಗ ಟಿಸಮ್ ಅಣ್ಣ....ನೀವು ಕಮೆಂಟ್ ಮಾಡಿದಕ್ಕೆ...ಬಿಟಿ ಸ್ರೈ ಅಣ್ಣ...ಬಿಕಾಜ್ ನಾನ್ ಇನ್ಸ್ಟಾ ಯುಎಸ್ಇ ಮಾಡಲ್ಲ,1
Not-Hope,@ಟ್ರೋಲ್ ಮಾನ್ಸ್ಟರ್_ಕನ್ನಡ ಓಹ್ ನೀನು ನಿಮ್ಮ ಮನೇಲಿ ಇವೆಲ್ಲ ಹೇಳ್ತೀಯಾ? ನಿನ್ನ ಅಮ್ಮನನ್ನ ಅಮ್ಮ ಅಂತ ಕರೆಯೊಲ್ಲ ಅನ್ಸುತ್ತೆ....  ಅಮ್ಮನ್ ಅಂತೀಯ ಅನ್ಸುತ್ತೆ.... ಓಹ್ ನಿನ್ ಮನೇಲೂ ನೀನು ತುಣ್ಣೆ ತುಲ್ಲು ಅಂತ ಮಾತಾಡೋದಾ??? ಗ್ರೇಟ್ ಫಾಮಿಲಿ ಕಣೋ ನಿಂದು....,1
Not-Hope,ನನ್ನ ಪ್ರಕಾರ ಬದುಕಿರ ಭಹುದು ಅದರೆ ಮೀಡಿಯಾ ದವರಿ ಎಎ ಕೋಟಿಯಲ್ಲಿ ಅಶ್ವತ್ತಮ ನಾ ಬಗೆ ಯಾಕೆ ಗೊತ್ತಾಗ್ಲಿಲ್ಲ,1
Not-Hope,ಟಿಕ್ ಟೋಕ್ ಬಾನ್ ಆಗಿದ್ದು,1
Not-Hope,@ಸುಮುಖ್ ಮ್.ರ್ ಮಾಗಾ ಉರ್ಕಾನ್ಬೇಡ ಬಿಡೊ,1
Hope,ಸಾಂಗ್ ಚಿಂದಿ ಗುರು,0
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,1
Not-Hope,ಧ್ರುವ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಲೈಕ್ ಮಾಡಿ,1
Not-Hope,ಸಕ್ಕತ್ ಹುರಿದ ಗುರು ಒಲ್ಲೆ ಪಟ್ಟ ಕಲ್ಸಿದ್ಯಾ ಟಿಕ್ಟೋಕ್ ಸಪೋರ್ಟ್ ಮಾಡಿದ ಚ್ * ಎಎಸ್ ಗಳಿಗೆ ....,1
Not-Hope,ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ ನಿಂದನು ಒರ್ವ ರಾಕ್ಷಸ,1
Hope,ಎಎ ಹುಡ್ಗಿ ಬಂದಾಗ ಇರೋ ಮ್ಯೂಸಿಕ್ ನೈಸ್,0
Hope,ಸಕ್ಕತ್ ಕ್ರಿಯೇಟ್ವೀಟಿ ಮ್ಯೂಸಿಕ್,0
Hope,ಸೂಪರ್ ರಿ ನಿಜ್ವಾಗ್ಲು ನೆವು ಕ್ರಿಯೇಟಿವ್ ಕನ್ನಡಿಗನೇ,0
Hope,ಓಂಕಾರ ವಿಶ್ವ ರೂಪಯಾ ನಮಃ,0
Hope,ಸೂಪರ್ಬ್ ಸೋಂಗ್ ... ಲೈಕ್ಡ್ ಇಟ್,0
Not-Hope,ಬಿಂಧು ಸುಲೀ ಟಿಕ್ಟೋಕ್ ಸದೀ  ರೋಸ್ಟ್ ಮಧು ಇವಳದೂ ಫುಲ್ ರೋಸ್ಟ್ ಮದೀಯೆ ಜೈ ಇಂಡಿಯನ್ ಆರ್ಮಿ,1
Not-Hope,ರಾಜೇಶ್ ರಾವ್ ಯೀಪ್ ಬ್ರೋ,1
Not-Hope,ಹಾಂಡ್ಸ್ ಅಪ್-_ಐಎಫ್ ಉ ಲೈಕ್ ನ್ಹಾಂಡ್ಸ್ ಅಪ್-_ಮೂವಿ ಸೂಪರ್ಹಿಟ್ನ್ಹ್ಯಾಂಡ್ಸ್ ಅಪ್-_ರೆಕಾರ್ಡ್ ಬ್ರೇಕರ್ನ್ ಇದ್ದು ಹೊಸಾ ದಕಲೆ ಶ್ರುತಿಸೋ ಸಮಯ ....,1
Not-Hope,ಸೂಪರ್ ದ್ ಬಾಸ್ ಫಾನ್'ಸ್ ಲೈಕ್ ಮಾಡಿ,1
Hope,ಬಹಳ ಚೆನ್ನಾಗಿ ದೇ,0
Hope,ಅಣ್ಣ ನಿನ್ ಸೂಪರ್ ಯೆಲರ್ಗು ಸರ್ಯಾಗ್ ಉಗ್ದಿದ್ಯಾ ಅವ್ರ್ಜೆಲಾ ಬರ್ತಾ ಎಡಿಡ್ ಬಿಕ್ಷೆ ಕಾಸು ಮಿಸ್ ಆಯ್ತು ಅಂಥ ಸಪೋರ್ಟ್ ಮಾಡ್ತ ಎದ್ರು ಆಸ್ತೆ,0
Not-Hope,@ಟ್ರೋಲ್ ಮಾನ್ಸ್ಟರ್_ಕನ್ನಡ ಬಾರಿ ನಿಮ್ ಅಮ್ಮಾ ಮಾತ್ರ ಕೊಡದು ಯಾಕಾದ್ರೆ ನಿಮ್ ಅಮ್ಮಾ ಹಟ್ ದಾಗರ್ ಅದಿಕ್ಕೆ ನಿನ್ ನಾ ಹೇತಿರೋಧ್,1
Not-Hope,ವಂಡರ್ಫುಲ್ ಸೋಂಗ್.,1
Not-Hope,@ಕಿಚ್ಚ ವಿಠ್ಠಲ್ ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ ಉರ್ಕೋತಾವ್ರೆ ದ್ ಬಾಸ್ ಬೆಳಿಯೋದು ನೋಡಿ... ಕಂಜೂಸ್ ನನ್ ಮಕ್ಳು... ಸೇಮ್ ಅವುನ್ ತರ ನೇ ಎಂಎಸ್ಜಿ ಮಾಡ್ತಾವ್ರೆ  ಸರಿ ಬಿಡಿ ಅಂತಾ ಸೇಮ್ ಡೈಲೌಗ್ ಲುಚ್ಚಾ ಹೇಳ್ತಾನೆ ಸರಿ ಬಿಡಿ ಅಂತಾ ಲೋಲ್,1
Not-Hope,@ವಿನೋದ್ದೇವಾದಿಗ ಜೋಗಿಮನೆ ನೀವ್ ಇರೋಧ್ ಎಲ್ಲಿ?,1
Not-Hope,57 ಟೈಮ್,1
Hope,ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರಾ ನ್ಲೋವ್ ಯೂ ಬಾಸ್,0
Hope,ಸೀಮ್ ಲೈಕ್ ಸುರೆ ಶಾಟ್ ಹಿಟ್,0
Not-Hope,ಸಖತ್ ಟ್ರೋಲ್ ಬ್ರದರ್ ನ್ಬ್ರೊ ಈ ಗೇಮ್ ನೇಮ್ ಹೇಳಿ,1
Hope,ದೇವ್ರು ಗುರು ನೀನು ನ್ಸೂಪರ್ ಕನ್ನಡ ಡಿಎ ಕ್ಯಾರಿ ಮಿನಾಟಿ,0
Hope,ಗುರು ಸುರೆ ನ್ಯೂಸ್ ನಾನು ಟಿಕ್ ಟೋಕ್ ಡಾನ್ ಲೋಡ್ ಮಡೆದ ಯಾವಾಗ ನಮಾ ನ್ದುದು ತಿಂದು ನಮಾ ದಷ್ಡ ಮಲಾ ಉದ್ಧ ಮಾದಕ ಬಂದ್ರೋ ಅವಗ ಡಿಲಿಟೆಡ್,0
Not-Hope,ನಮಸ್ಕಾರ ಸೂಪರ್ ಬ್ರೋ,1
Not-Hope,ಒಎಂಜಿ ನಂಗೆ ಗೊಟ್ಟೆ ಇರ್ಲಿಲ್ಲ ಪ್ರಜ್ವಲ್ ಹತ್ರಾ ಇಸ್ಟೊಂಡ್ ಇದೆ ಅಂತ,1
Hope,ಸುಪ್ಪರ್ ಅಣ್ಣ ಇ ಎಎಂ ಆರ್ಮಿ ಬಾಯ್,0
Hope,ಬರೆಯುತ್ತಾ ಹೋದರೆ ಇದೊಂದು  ಸುದೀರ್ಘ ಲೇಖನವಾಗಿಬಿಡಬಹುದೇನೊ ಆದರೆ ಈ ಕ್ಷಣಕ್ಕೆ ಈ ಒಂದು ಅಪರೂಪದ ಸಿನೆಮಾದ ಕುರಿತು ಬರೆಯದೆ ಅಪೂರ್ಣನಾಗಲಾರೆ. ಕೆಲವು ಸಿನಿಮಾ,0
Not-Hope,@ಕಿಚ್ಚ ವಿಠ್ಠಲ್ ಸುದ್ವಪಿ ಎನ್ಎಕ್ಸ್ಟಿ ಫಿಲಂ ರಿಲೀಸ್ ಇನ್ ಮಾರ್ಸ್,1
Not-Hope,ಕೊರೊನಾ ಹೆಸ್ರಲ್ಲಿ ಹಾಸ್ಪಿಟಲ್ ನಲ್ಲಿ ನಡೀತಿರೋ ದಂಧೆ ಬಗ್ಗೆ ವಿವರಿಸಿ.... ವೈರಸ್ ಬಂದು ಮನುಷ್ಯರು ಸಾಯ್ತಾರೋ ಇಲ್ವೊ ಗೊತ್ತಿಲ್ಲ ಆದ್ರೆ ಹಾಸ್ಪಿಟಲ್ ಬಿಲ್ ಕೆಲಿ ಮನುಷ್ಯ ಬಧುಕೊಡು ಕಸ್ತವಾಗಿದೆ.,1
Hope,ಸೂಪರ್ ಟಾಲ್ಕಿಂಗ್ ಯಾರ್,0
Not-Hope,ಸೂಪರ್ ಸಿರ್.ನಾವು ಚಿಕ್ಕವರಿದ್ದಾಗ ನಮ್ಮ ಕುಟುಂಬದವರು ಎಲ್ಲರೂ ಸೇರಿ ಕೇಳುತ್ತಿದ್ದೆವು.ನಮ್ಮ ಅಪ್ಪನ ಅಚ್ಚುಮೆಚ್ಚಿನ ಹಾಸ್ಯ ಕಾರ್ಯಕ್ರಮ ಇದು,1
